@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
k,?,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
f,s,n,?,?,?,c,n,b,t,?,s,s,w,?,p,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,?,?,k,k,?,w,?,w,?,e,w,v,d,p
f,y,?,f,y,f,c,n,b,t,?,s,k,p,p,p,?,o,?,w,v,?,p
f,y,e,?,s,f,c,n,b,t,?,s,k,p,?,p,?,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,?,o,e,w,v,l,p
f,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
f,s,n,f,s,f,c,?,b,t,?,k,s,w,w,?,w,o,e,w,v,d,p
?,s,e,f,?,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,?,p
x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
f,y,e,?,f,?,?,?,b,t,?,s,s,w,w,?,?,o,e,w,v,d,?
k,y,n,f,y,?,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,?,p
f,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,?,v,p,p
?,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
f,?,e,f,y,f,c,?,?,?,?,k,k,p,p,p,w,o,e,?,v,l,p
x,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,?,l,p
f,s,e,?,f,f,c,n,b,t,?,s,k,p,?,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,?,s,k,w,?,p,?,o,?,w,?,d,p
f,y,?,?,s,f,c,n,?,t,?,s,s,p,w,p,w,o,e,w,v,d,p
?,?,e,f,y,?,c,?,b,t,?,k,?,p,p,p,w,o,e,w,v,p,p
f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,?,?,v,p,p
f,s,n,f,f,f,c,n,b,t,?,?,s,w,p,p,w,o,e,w,v,p,p
x,s,n,f,y,f,c,n,b,t,?,s,k,p,w,?,w,o,e,w,v,p,p
x,s,e,?,s,f,c,n,b,t,?,s,?,p,p,p,w,o,e,w,v,d,?
f,s,?,f,s,f,c,n,b,t,?,s,k,w,?,p,w,o,e,w,v,d,p
x,s,e,f,?,f,c,n,b,t,?,s,k,p,w,?,w,o,e,w,v,l,p
x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
?,?,e,f,f,?,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
x,y,e,?,s,f,c,n,b,t,?,?,k,w,p,p,w,o,e,w,v,l,p
x,s,n,?,y,f,c,n,b,t,?,s,?,p,?,?,w,o,e,w,v,p,p
x,y,e,f,s,?,c,n,b,t,?,s,s,w,?,p,w,o,e,w,v,p,p
f,s,?,f,y,f,c,n,b,?,?,k,k,w,w,p,w,o,e,w,?,l,p
x,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
f,y,n,?,f,f,c,n,b,t,?,s,s,p,w,p,w,?,e,w,v,l,p
x,s,e,f,f,f,c,n,b,?,?,k,s,w,w,p,w,o,e,w,v,l,p
x,s,n,f,s,?,c,n,b,?,?,k,s,w,p,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,?,b,?,?,k,s,w,w,p,w,o,e,w,v,?,p
?,s,e,f,?,f,c,n,?,t,?,s,k,p,p,p,w,o,e,w,v,d,p
f,s,n,f,?,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,?,?,k,k,?,p,p,w,o,e,w,v,p,p
?,y,?,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
x,y,e,f,s,f,?,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
k,y,n,f,y,f,c,n,?,t,?,k,k,w,w,p,w,o,e,w,v,l,p
f,y,n,f,y,f,?,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,?,s,?,p,p,p,w,o,e,w,v,?,p
f,s,n,f,y,f,c,n,b,t,?,s,?,w,w,p,w,o,e,?,v,p,p
?,?,e,f,s,f,c,n,?,t,?,k,k,p,w,p,w,o,e,?,v,d,p
f,s,e,f,?,f,c,n,b,?,?,?,s,p,p,p,w,?,e,w,v,d,p
x,f,g,f,n,f,w,?,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
x,s,e,?,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,?,s,k,?,p,p,?,o,?,w,v,l,p
f,?,n,?,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,?,p,p
x,s,e,f,f,f,c,n,?,t,?,s,k,?,?,p,w,o,e,w,v,l,p
x,s,?,f,y,f,?,n,?,?,?,k,s,w,w,p,w,o,e,?,v,l,p
x,s,?,f,s,f,c,n,b,?,?,k,s,w,w,p,w,o,?,w,v,?,p
f,?,e,f,y,f,c,n,?,t,?,k,s,w,w,p,w,?,?,w,v,d,p
b,f,g,f,n,f,w,b,w,e,?,s,s,w,?,p,w,t,?,w,s,g,e
f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,?,o,e,w,v,d,p
f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
f,y,n,?,s,f,c,n,b,t,?,s,s,p,?,p,w,o,e,w,v,d,p
f,s,n,f,?,f,c,n,b,t,?,s,k,?,w,p,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,?,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,b,?,?,k,s,?,w,p,w,o,?,w,v,d,p
f,y,n,f,s,f,c,n,?,?,?,s,s,w,w,p,w,o,e,w,v,l,p
x,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,?,w,v,d,p
f,y,?,f,?,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
?,f,g,f,n,f,w,b,p,?,?,k,s,w,w,p,?,t,p,w,s,g,e
b,s,n,?,n,a,c,b,y,e,?,s,s,o,o,p,n,o,?,o,c,l,e
f,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,?,v,?,p
x,?,n,f,s,f,c,n,b,t,?,s,?,p,w,p,w,o,e,w,v,p,p
f,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,?,w,v,l,p
f,s,e,f,?,f,c,n,b,t,?,k,s,w,w,p,?,o,e,w,v,l,p
f,?,n,f,y,f,?,n,b,t,?,?,s,p,?,?,w,o,e,w,v,l,?
f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,?,v,d,p
?,?,e,f,y,f,c,n,b,?,?,s,?,p,p,p,w,o,e,w,v,p,p
f,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
?,s,n,f,s,f,c,n,b,?,?,k,k,w,?,p,w,o,e,w,v,?,p
x,?,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,?,p
x,f,?,f,n,f,w,b,g,?,?,s,k,w,w,?,w,t,p,w,?,g,e
f,s,n,f,f,f,c,?,b,t,?,s,?,p,p,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,?,w,v,?,p
?,s,n,f,y,f,c,n,b,t,?,k,s,?,p,p,w,o,e,?,v,d,p
x,s,?,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
x,s,n,f,f,f,c,n,b,?,?,k,k,p,w,p,w,o,e,w,v,d,p
k,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,?,o,?,w,v,d,p
f,s,n,f,?,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,?,s,s,w,?,p,w,o,e,w,v,p,p
f,s,n,f,y,f,c,?,b,t,?,s,s,p,w,p,w,?,e,w,?,p,?
f,s,n,?,f,f,c,n,b,t,?,?,k,w,w,p,w,o,e,w,?,d,p
x,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,?,e,w,v,l,p
x,?,n,f,f,f,c,?,?,t,?,s,s,p,w,p,w,o,e,w,v,d,p
x,y,e,?,s,f,c,n,b,t,?,?,s,w,w,p,w,o,e,w,v,l,p
f,s,e,f,f,f,c,n,?,t,?,s,s,w,p,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,?,k,k,w,?,p,w,o,?,w,v,l,p
f,y,n,?,f,f,c,n,b,t,?,s,k,w,p,p,?,o,e,w,?,?,p
x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,?,w,o,e,w,v,l,p
f,s,e,f,s,f,?,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,?,?,d,p
f,y,e,f,y,?,c,n,b,t,?,k,k,p,w,p,w,o,?,w,v,l,p
x,y,e,f,s,?,c,n,b,t,?,k,?,w,w,p,w,?,e,w,v,?,p
f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,?,v,l,p
f,s,n,f,f,?,c,n,b,t,?,s,s,w,w,p,?,o,e,w,v,l,p
f,s,n,?,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,?,v,p,p
k,y,e,f,f,f,?,n,b,t,?,k,k,w,w,p,w,o,e,w,?,l,p
f,s,e,f,y,f,c,n,b,?,?,s,s,w,w,p,w,o,?,w,v,l,p
x,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,?,s,k,w,?,p,w,o,e,?,v,p,p
?,y,?,f,f,f,c,n,b,t,?,s,k,w,w,?,?,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,?,k,k,?,w,p,w,o,e,w,v,d,p
f,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
f,y,n,f,y,f,?,n,b,t,?,k,k,p,p,p,w,o,?,w,v,?,p
f,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,?,w,?,l,p
x,y,e,f,s,f,?,n,b,t,?,?,s,w,w,p,w,?,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
?,?,e,f,f,f,c,n,?,t,?,k,s,p,w,?,w,o,e,w,v,?,p
f,s,e,?,f,?,c,n,b,t,?,k,k,p,w,?,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,?,?,s,s,?,w,p,w,o,e,w,v,p,p
f,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
f,?,e,?,s,f,c,?,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
?,s,n,f,y,?,c,n,b,t,?,?,k,p,w,p,w,o,e,w,v,l,p
f,?,e,f,f,f,c,n,b,t,?,k,k,?,p,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,?,b,t,?,k,k,p,w,p,w,o,?,w,?,p,p
k,s,e,f,f,f,c,n,b,t,?,k,?,w,p,p,w,o,e,w,v,?,p
f,s,n,f,y,f,?,n,?,t,?,?,k,p,w,p,?,o,e,w,v,?,p
f,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
f,s,e,f,s,f,c,n,?,t,?,k,s,p,p,p,w,o,?,?,v,l,p
f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,?
x,?,n,f,y,f,c,n,b,t,?,?,s,p,p,p,?,o,?,w,?,p,p
k,y,n,?,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
x,y,?,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
?,?,e,f,f,f,c,n,b,?,?,?,s,w,p,p,w,o,e,?,?,l,p
x,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,?,w,n,g,e
k,y,n,f,?,f,c,n,b,t,?,k,s,p,w,?,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,?,k,s,?,p,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,n,?,t,?,s,k,w,p,p,w,o,e,w,v,p,p
f,?,n,f,s,f,c,n,b,?,?,s,s,w,p,p,w,o,?,w,v,p,p
?,s,e,?,s,?,c,n,b,t,?,?,k,w,w,p,w,o,e,w,v,p,p
?,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,?,e,?,v,l,p
?,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
f,y,e,?,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,?,?,s,?,w,p,w,o,e,w,v,l,p
f,s,e,f,f,f,c,n,b,t,?,s,s,p,w,?,w,o,e,w,?,p,p
x,s,n,?,f,f,?,n,b,t,?,k,s,w,p,p,w,o,e,w,?,p,p
f,s,e,f,?,f,c,n,b,t,?,?,?,p,?,p,w,o,?,w,v,l,p
x,s,e,f,s,f,c,n,?,t,?,s,s,w,w,p,w,o,e,w,v,p,p
f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,?,w,o,e,?,v,d,p
f,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
?,y,e,f,s,?,c,n,b,t,?,s,s,p,w,p,w,o,e,?,v,p,p
f,s,n,f,s,f,c,n,b,t,?,?,s,w,w,p,w,o,e,w,v,p,p
k,y,e,f,s,?,c,n,b,t,?,?,s,w,w,p,w,o,e,w,?,d,p
f,s,e,f,y,f,?,n,b,t,?,k,k,p,w,p,w,o,e,w,v,?,p
f,y,e,f,s,f,c,?,b,t,?,s,k,w,w,p,w,?,?,w,v,?,p
f,s,e,?,f,f,c,n,b,t,?,k,k,p,w,?,w,o,e,w,v,l,p
b,?,?,f,n,a,c,b,n,e,?,s,s,o,o,p,o,?,p,o,c,l,e
x,s,n,f,f,?,c,n,b,t,?,s,?,w,w,p,w,o,e,w,v,d,p
f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
f,y,n,f,s,f,?,n,b,t,?,k,k,w,?,p,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
k,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,?,w,c,?,p
x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,?,?,p
f,s,e,f,s,f,c,n,b,t,?,?,k,?,w,p,?,o,e,w,v,l,p
k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,?,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,?,t,?,s,s,w,p,p,w,o,e,w,v,p,p
k,s,w,?,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
f,y,n,?,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
f,y,n,f,y,f,c,?,b,?,?,s,k,p,w,p,?,o,e,w,v,d,p
?,y,n,?,y,f,c,n,b,t,?,s,s,p,w,p,?,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,?,k,k,w,p,?,w,o,e,w,v,d,p
?,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,?,l,p
f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
x,s,e,f,f,f,?,?,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
x,s,n,?,f,f,c,n,b,t,?,s,k,p,p,p,?,o,e,w,?,p,p
x,s,?,f,f,f,c,n,?,t,?,s,k,p,p,p,w,o,e,w,v,l,p
x,s,e,f,y,f,c,n,b,t,?,s,?,w,w,p,w,o,e,w,v,l,p
f,?,?,f,y,f,c,?,?,t,?,k,k,w,p,p,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,?,?,w,v,?,p
x,s,e,f,s,f,c,n,b,t,?,s,s,w,?,p,w,o,e,w,v,p,p
f,s,n,?,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
x,s,n,f,y,f,c,n,?,t,?,k,k,p,w,p,w,o,e,w,v,?,p
f,y,e,f,y,f,?,n,b,t,?,k,s,w,p,p,w,o,?,w,v,d,p
x,s,n,f,f,?,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,?
f,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,?,w,v,p,p
f,y,n,f,f,f,c,n,b,t,?,?,k,p,p,?,w,?,e,?,v,l,?
f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
?,y,e,f,f,f,c,n,b,t,?,k,k,p,w,?,?,?,e,w,v,d,?
k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,e
x,s,e,f,y,?,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
k,y,n,f,y,f,c,?,b,t,?,s,k,p,p,p,w,o,e,?,v,d,p
k,y,n,?,s,f,c,?,b,t,?,s,k,w,w,p,w,o,e,w,v,d,?
x,y,e,f,s,f,c,n,b,t,?,s,?,p,p,p,?,o,e,w,v,p,p
f,s,e,f,f,f,?,n,b,t,?,k,s,w,?,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,?,k,s,?,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,?,v,p,?
x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
?,?,n,f,s,f,c,n,b,t,?,s,s,p,w,?,?,o,?,w,?,d,p
f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,?,v,p,p
x,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,?,?,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,?
f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,?,w,?,?,w,v,p,p
x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
f,s,n,?,f,f,c,n,b,t,?,k,s,p,?,p,w,o,e,w,v,p,p
?,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,?,p,y,v,l,e
k,?,n,f,y,f,?,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,?
f,s,n,?,y,f,c,n,b,t,?,s,s,p,?,p,w,o,e,w,v,?,p
k,y,e,f,f,f,c,n,b,t,?,?,s,?,w,p,w,o,e,w,v,?,p
?,?,c,t,n,f,c,?,w,e,b,?,s,?,w,p,w,t,p,w,y,p,?
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,?,l,e
k,s,?,f,n,f,w,b,w,e,?,s,k,w,w,?,w,?,p,w,n,g,?
x,f,g,?,?,f,?,b,g,e,?,?,k,w,w,p,w,t,p,w,s,g,e
x,?,n,?,s,f,c,n,b,?,?,s,k,w,p,p,w,o,e,w,v,d,p
k,y,?,f,f,f,c,n,b,t,?,s,s,w,?,p,w,o,e,w,?,p,p
x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,?,o,c,l,?
?,s,e,f,s,f,?,n,b,t,?,k,k,w,w,?,?,o,e,w,v,d,p
b,y,y,f,n,f,w,n,y,e,c,y,?,y,y,p,y,o,e,?,c,l,p
x,s,e,f,f,?,c,n,b,t,?,k,s,w,w,p,w,o,?,w,v,d,p
b,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
k,y,e,f,f,?,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
?,s,e,f,s,f,c,n,?,t,?,s,k,p,?,p,w,o,e,w,v,p,p
f,s,e,f,s,f,c,n,b,t,?,k,k,?,w,?,w,o,e,w,?,d,p
f,y,n,f,y,f,c,n,b,t,?,k,s,?,w,p,w,?,e,w,v,p,p
f,s,e,f,?,f,c,n,b,t,?,k,k,w,p,p,?,o,e,w,v,d,p
k,f,g,f,n,f,?,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,?
k,s,n,f,?,f,c,n,?,t,?,s,s,w,w,p,w,o,e,?,v,p,p
k,?,e,f,y,f,c,n,b,?,?,k,?,?,p,p,w,o,e,w,v,d,p
?,s,e,?,?,?,c,n,b,t,?,k,s,w,w,p,?,o,e,?,v,l,p
b,f,g,f,n,?,w,b,?,e,?,k,k,w,w,p,w,t,p,w,n,g,e
?,y,n,f,s,f,c,n,?,t,?,k,k,w,w,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
f,s,n,f,n,a,c,b,o,e,?,?,?,o,o,p,n,o,p,n,c,l,e
x,y,p,t,n,?,c,b,w,?,b,s,s,w,w,p,w,t,p,w,y,p,e
f,s,?,f,y,f,c,n,?,t,?,k,?,w,p,?,w,o,e,w,v,d,p
k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
f,s,n,f,?,f,?,?,b,t,?,s,s,?,p,p,w,?,e,w,v,l,p
b,s,w,f,n,?,w,b,w,e,?,s,?,w,w,p,w,t,p,w,n,g,e
x,y,e,?,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
f,?,e,f,y,f,c,n,b,t,?,k,?,p,p,p,w,o,e,w,v,l,p
f,?,e,f,y,?,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
k,y,n,f,f,f,c,n,b,t,?,?,s,p,w,p,?,?,?,w,v,d,?
x,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
b,s,w,f,?,f,w,b,p,e,?,s,s,w,w,p,w,?,p,w,n,g,e
?,?,e,f,?,?,?,n,b,t,?,k,k,w,?,p,?,o,e,w,v,l,p
f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
f,y,n,t,n,f,c,b,w,e,?,s,?,w,w,p,w,t,p,w,?,p,?
k,s,n,f,s,f,c,n,b,t,?,s,?,p,p,?,w,o,e,w,v,d,p
k,s,n,f,y,f,c,n,?,t,?,s,k,w,p,p,w,?,e,?,v,l,p
f,?,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
f,y,?,f,?,a,c,b,w,e,c,k,y,?,c,p,w,n,n,w,c,d,p
x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,?,?,v,?,p
k,y,e,f,s,?,c,n,b,t,?,s,s,?,p,p,w,o,e,w,v,p,p
x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,?,l,p
k,s,e,f,f,f,c,n,b,t,?,?,k,w,w,p,?,o,?,w,?,l,p
k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,?,l,p
f,y,e,f,f,?,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
x,f,w,f,?,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
k,s,n,f,s,f,c,n,b,t,?,k,s,?,w,p,w,o,e,w,v,d,p
f,s,n,f,f,f,c,n,b,t,?,s,k,?,p,p,w,o,e,w,v,p,p
k,?,e,f,y,f,c,n,b,?,?,s,k,p,p,p,w,o,e,w,v,d,p
k,s,e,f,s,f,?,n,?,t,?,k,k,w,w,p,w,o,e,w,?,l,p
k,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,?,o,e,w,v,l,?
k,f,w,f,?,?,w,b,?,e,?,s,?,w,w,p,w,t,p,w,?,g,e
k,s,n,?,f,f,c,n,b,t,?,s,?,p,p,p,w,o,e,w,?,p,p
k,y,n,f,s,f,c,n,b,?,?,k,s,p,p,p,?,o,e,w,v,l,p
?,s,n,f,?,f,c,n,b,?,?,k,k,w,w,p,w,o,e,w,v,l,p
k,s,?,f,s,f,?,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
x,s,n,f,?,f,c,n,b,t,?,k,k,w,p,p,?,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,?,?,s,s,p,p,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,?,t,?,k,k,p,w,?,w,o,e,w,v,p,p
k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,?,w,o,e,w,v,d,p
b,s,n,f,n,f,c,b,w,e,b,y,y,n,?,p,w,t,p,?,y,d,e
?,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
?,y,e,f,f,?,?,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,?,w,t,p,w,y,d,e
f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,?,w,v,d,p
k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,?,w,o,e,w,v,l,p
?,y,n,f,s,f,?,n,b,t,?,k,k,w,w,p,?,o,e,w,v,p,?
x,?,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
k,f,w,f,n,?,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
f,y,e,f,f,f,c,?,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
x,s,e,f,y,f,c,n,b,t,?,s,k,p,w,?,w,o,e,w,v,p,p
x,s,n,f,f,f,c,?,b,?,?,k,s,w,w,p,w,?,?,w,v,l,?
f,s,n,f,f,f,c,?,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,?,p
k,s,e,f,f,f,c,?,b,t,?,k,s,w,?,p,w,o,e,?,v,p,p
k,?,e,f,s,f,c,n,b,t,?,k,s,p,?,p,?,o,e,w,v,l,p
x,s,?,f,f,?,c,n,b,?,?,k,k,w,p,p,?,o,e,?,v,?,?
b,?,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e
k,s,e,f,y,f,c,n,b,?,?,?,s,p,w,p,w,o,e,w,v,p,p
?,s,n,f,?,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,?
