@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
x,y,n,f,f,f,?,n,b,t,?,?,k,p,w,p,w,o,?,?,v,p,?
?,?,w,t,f,?,c,b,h,t,b,?,f,w,?,?,?,o,?,h,s,?,p
?,?,?,?,?,f,c,b,?,?,b,?,k,?,n,?,?,o,l,h,y,g,p
f,f,?,?,n,f,w,?,w,?,b,?,s,w,n,p,w,o,?,?,v,l,e
x,?,g,?,f,f,?,b,w,t,?,f,s,w,w,?,?,o,p,h,?,?,p
f,?,b,t,?,?,c,b,?,t,b,f,f,?,w,?,w,o,p,h,v,u,p
f,s,e,t,n,f,?,b,e,e,?,?,s,e,?,?,w,?,?,w,?,w,?
x,s,b,t,f,f,c,b,?,t,?,s,s,w,w,p,w,o,p,?,s,u,?
f,y,y,?,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,?,?
?,y,n,?,f,f,c,?,b,?,?,s,k,p,?,p,?,?,e,w,v,d,p
f,?,w,t,?,f,c,b,p,t,b,s,s,w,w,?,?,o,p,h,v,?,?
f,s,g,t,f,f,?,b,h,?,?,?,s,w,w,p,w,o,?,h,s,?,p
f,y,y,f,f,f,c,b,p,?,b,?,k,n,n,p,?,o,l,?,v,g,?
f,f,?,f,?,?,w,n,w,e,b,s,s,w,n,?,w,o,e,?,v,?,e
x,y,n,f,?,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
?,?,e,t,n,f,c,b,e,e,?,s,s,?,?,p,?,t,e,?,c,w,e
x,y,n,f,y,?,c,n,b,t,?,?,s,w,?,p,w,?,e,w,v,l,p
f,?,w,?,?,f,c,b,?,?,b,s,f,w,w,p,?,?,p,?,s,g,p
?,y,e,f,?,?,c,n,b,t,?,s,?,p,?,p,w,?,?,w,v,l,p
x,s,?,?,n,f,c,b,w,e,?,s,s,e,e,p,?,?,?,?,c,w,?
f,y,?,f,?,?,?,b,h,?,b,k,?,p,p,p,?,?,?,h,v,?,?
x,?,?,t,f,f,c,b,w,t,b,f,f,w,?,p,w,?,p,h,v,?,p
f,s,e,t,n,?,?,b,w,e,?,s,?,?,e,p,w,t,e,?,c,w,e
?,?,y,f,f,f,c,b,p,?,b,?,k,b,p,p,?,?,l,?,v,?,p
f,y,y,f,f,f,?,?,?,e,b,?,k,?,p,p,?,?,l,h,v,d,p
?,?,e,?,n,?,c,b,e,?,?,s,?,e,w,p,?,?,e,w,c,w,e
f,s,g,t,?,f,?,b,p,t,?,f,f,?,w,?,w,o,p,?,v,g,p
k,?,n,?,?,f,c,b,e,?,?,s,s,e,w,p,?,?,e,w,c,w,?
f,y,y,f,?,f,?,b,p,e,b,?,k,?,?,p,w,o,?,?,?,?,p
?,?,w,t,f,?,c,?,w,t,b,s,f,w,w,p,w,o,p,h,s,?,p
?,?,?,f,s,?,c,?,?,t,?,s,k,p,?,p,?,?,?,w,v,?,p
f,y,y,f,?,?,c,b,?,e,?,k,k,?,?,?,w,o,l,?,y,g,p
f,y,w,t,n,f,c,?,r,e,b,?,s,w,w,p,w,t,p,r,v,g,p
x,y,?,f,?,?,?,n,b,t,?,k,s,p,?,p,w,?,e,w,v,?,p
f,?,w,f,?,f,?,?,?,e,?,s,f,w,?,p,w,o,?,h,v,d,e
?,y,w,f,n,f,c,n,?,?,?,s,?,?,w,p,w,o,f,h,y,d,e
x,?,?,f,f,f,c,?,b,t,?,s,s,p,?,p,w,o,?,w,v,p,p
f,?,g,t,?,f,c,?,p,t,b,f,?,?,w,p,w,o,p,?,?,u,p
x,y,u,f,n,f,?,n,?,e,?,s,f,?,?,p,w,?,f,h,v,d,?
f,s,w,t,?,?,?,b,?,e,b,?,s,w,w,p,w,t,p,r,?,?,p
x,?,y,f,f,f,c,b,g,e,b,k,k,p,b,?,w,?,l,?,v,d,p
f,s,?,?,f,f,?,b,?,t,b,s,?,w,?,p,w,o,p,h,v,g,p
f,y,y,?,?,f,c,b,g,e,b,?,k,p,?,?,w,o,?,?,y,?,p
x,f,y,f,?,f,c,b,h,?,b,k,k,p,p,?,w,o,l,h,?,g,p
?,?,y,?,f,f,c,?,h,e,b,k,?,p,n,p,?,?,l,h,y,?,p
x,s,?,?,f,f,c,?,p,?,b,f,f,w,?,p,?,?,p,?,?,g,p
?,y,r,?,?,f,c,n,u,e,?,?,f,w,?,?,w,o,f,?,?,d,?
f,s,w,?,f,f,c,b,w,?,?,f,s,w,w,p,w,o,p,?,s,g,p
k,?,n,t,?,?,c,?,w,e,?,s,s,e,e,p,?,?,e,w,?,?,e
x,y,n,f,?,f,c,n,?,t,?,k,k,p,w,p,w,o,?,w,?,d,p
x,s,g,?,f,f,c,b,?,t,b,f,f,?,w,p,?,o,p,?,s,?,?
f,?,y,f,f,f,?,b,g,e,?,?,k,p,?,p,w,?,l,?,?,g,p
b,s,w,t,n,f,c,b,w,e,b,s,?,?,?,p,w,?,p,r,v,?,p
x,?,n,f,f,f,c,n,b,t,?,s,k,?,w,p,w,?,e,w,v,d,?
?,?,b,t,?,f,c,b,?,e,b,?,s,w,?,p,w,t,p,r,?,m,?
?,?,?,f,?,?,c,b,p,e,b,k,k,n,?,p,w,o,l,h,y,g,p
x,y,g,f,f,f,?,b,?,?,?,?,k,n,?,p,w,o,l,h,y,d,p
x,?,?,t,n,f,?,b,e,?,?,?,s,w,w,?,?,t,e,w,c,w,e
k,s,b,t,n,f,c,b,w,e,?,s,s,e,?,?,w,t,e,?,?,?,?
x,y,n,f,f,f,?,n,b,?,?,k,?,p,?,p,w,o,?,?,?,l,?
?,s,e,?,n,f,c,b,e,e,?,s,?,e,e,p,w,t,e,?,c,w,e
f,s,b,t,?,?,c,b,r,?,b,s,s,?,w,p,w,t,p,?,v,?,p
f,s,n,t,?,f,c,?,?,e,?,?,s,w,w,p,w,?,e,w,c,w,e
x,y,e,?,y,f,c,n,b,?,?,s,?,?,p,?,w,o,?,?,?,p,?
?,?,b,t,?,f,c,b,w,e,?,s,s,e,?,?,?,t,e,?,?,w,e
?,?,?,t,f,f,?,?,w,t,b,?,s,w,w,p,w,o,?,h,s,?,p
f,s,?,t,n,?,?,?,g,e,b,s,?,?,w,?,w,t,p,?,v,g,?
?,y,n,f,?,?,c,n,b,t,?,s,?,p,w,p,w,?,?,w,v,l,p
x,y,e,f,y,f,c,n,?,t,?,k,s,w,w,?,w,?,?,w,v,?,p
?,y,?,?,f,f,?,?,?,e,b,k,?,b,b,p,w,?,l,?,y,g,p
?,y,n,?,?,?,c,?,b,?,?,s,k,w,p,p,w,?,e,w,v,?,p
x,?,n,f,s,f,?,?,b,?,?,k,?,w,?,?,w,o,?,w,v,d,p
f,?,g,?,f,?,c,b,w,t,b,f,?,?,w,?,?,o,p,h,v,u,?
x,y,?,?,n,f,c,b,w,e,?,s,?,e,?,?,?,t,?,w,c,w,e
?,?,u,f,n,?,c,?,u,e,?,s,?,?,w,p,w,?,f,h,y,d,e
f,y,y,f,f,?,c,b,?,?,b,k,k,b,p,p,w,o,l,h,y,p,p
?,s,g,t,f,f,c,?,?,t,b,s,?,w,w,p,w,o,p,h,v,g,?
x,y,n,f,s,?,c,n,b,t,?,?,k,w,p,p,w,o,e,w,v,l,?
f,s,g,t,f,f,c,?,h,t,b,s,f,w,w,?,w,o,p,h,v,u,p
x,s,b,?,f,?,c,b,h,t,b,s,f,w,w,p,w,o,?,h,v,g,p
x,f,y,f,?,f,c,?,?,e,b,?,k,?,p,p,w,o,l,h,y,?,p
?,s,w,?,n,f,c,b,?,e,b,s,s,w,?,p,?,?,p,r,?,?,p
k,?,n,t,?,?,c,b,e,?,?,s,s,?,?,p,w,t,e,w,c,w,e
x,y,?,f,y,?,?,n,b,t,?,k,k,w,?,p,w,?,e,w,v,d,p
f,y,?,f,f,?,c,b,p,e,b,k,k,b,?,?,w,o,?,h,v,p,?
x,y,b,t,?,?,c,?,w,e,?,?,?,?,w,?,w,t,?,w,c,?,?
x,s,?,?,f,f,c,b,p,t,b,s,f,w,w,?,w,o,p,h,?,g,?
f,s,g,?,f,f,c,b,?,t,?,f,f,w,w,p,w,?,p,h,v,u,p
f,s,b,t,?,?,c,b,p,t,?,?,s,w,w,p,w,o,p,h,?,u,?
f,y,?,f,?,?,?,b,p,?,?,k,?,b,b,p,?,?,?,h,y,d,?
?,y,?,?,f,f,c,?,b,t,?,s,s,?,p,?,w,?,e,w,?,p,p
f,s,w,t,f,?,?,?,h,?,b,f,f,w,w,p,w,o,p,h,?,?,p
k,y,n,t,?,f,c,b,e,?,?,s,s,w,w,p,w,t,?,w,?,w,e
?,s,e,?,?,?,c,b,w,e,?,s,s,?,e,p,w,t,?,w,?,w,e
x,y,w,f,n,?,?,n,p,e,?,s,f,?,w,p,w,o,f,?,v,d,e
f,s,?,?,f,f,c,b,p,t,b,f,s,?,w,p,w,o,?,h,s,u,p
f,?,?,t,?,f,c,b,?,?,b,s,s,w,?,p,w,o,p,h,s,u,p
?,s,?,t,n,f,c,?,e,?,?,s,s,w,w,p,?,t,e,w,c,w,e
?,y,y,f,f,?,?,b,p,e,?,k,k,b,p,p,?,o,l,?,?,g,p
x,y,?,f,s,f,c,?,b,t,?,?,?,p,w,?,?,o,e,w,v,l,p
f,s,?,t,n,?,c,b,g,e,?,?,s,w,w,p,w,t,p,r,v,g,?
f,?,g,?,?,f,c,?,p,?,?,k,k,b,n,?,w,o,l,h,y,?,?
x,?,n,f,?,f,w,?,?,e,b,s,s,w,n,p,w,o,e,w,?,l,?
f,y,?,f,f,f,c,b,?,e,b,k,k,?,?,p,w,o,l,?,y,?,?
x,s,w,t,f,f,c,b,p,t,?,?,s,?,w,p,w,o,p,h,s,u,p
x,?,?,?,?,f,?,b,w,e,?,s,s,e,e,p,?,t,e,w,c,w,e
?,s,?,?,n,f,c,?,w,e,?,s,s,?,e,p,w,?,e,w,c,?,e
x,s,?,t,f,?,?,?,w,?,b,f,f,?,w,p,w,o,p,h,?,g,p
f,?,g,?,f,f,c,b,p,e,b,k,k,p,n,p,w,?,l,h,y,p,p
x,s,w,?,f,f,c,?,h,?,?,s,f,w,w,?,w,o,p,h,s,g,p
?,?,?,?,?,f,c,b,h,e,?,k,?,n,p,?,w,o,?,?,v,p,p
?,s,?,t,f,?,?,?,?,?,b,?,?,w,?,p,w,o,?,h,?,u,?
k,?,?,?,n,f,c,?,w,e,?,s,?,e,e,p,w,t,?,w,c,w,?
x,?,?,?,?,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,?
?,y,y,?,f,f,c,?,g,e,b,k,?,?,b,p,w,?,?,h,?,g,p
f,y,b,?,n,f,c,b,?,e,?,s,s,?,?,?,w,t,e,w,?,?,?
x,?,e,t,?,f,?,b,w,?,?,s,?,w,w,?,w,t,e,w,c,w,?
x,s,?,?,f,?,c,b,p,?,b,f,f,w,w,p,w,?,p,h,?,u,?
?,s,b,t,f,f,c,b,?,?,b,s,?,w,?,p,w,o,p,h,?,u,p
?,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,?,?,?,v,p,p
x,s,b,t,f,f,?,b,h,t,b,s,f,?,?,p,?,o,?,h,v,u,p
f,s,?,?,?,f,c,b,?,t,b,s,s,w,w,p,w,o,p,h,v,g,p
?,y,y,f,f,?,c,b,g,?,b,k,k,?,n,?,w,o,l,?,v,g,?
f,y,y,?,?,?,?,?,p,?,b,k,k,n,p,p,w,o,l,h,y,d,?
f,y,g,?,f,f,?,b,h,e,b,k,?,n,?,p,w,o,l,?,y,?,?
f,?,?,f,?,f,?,b,?,e,b,k,k,?,n,?,w,o,l,?,v,?,p
b,s,p,?,?,f,?,b,?,e,b,s,?,w,?,p,w,t,?,r,v,?,p
x,?,n,?,f,f,c,n,b,t,?,s,?,p,?,p,w,o,?,w,v,?,p
b,?,w,?,n,f,c,b,w,?,?,s,s,w,?,?,w,t,?,r,?,g,p
x,?,n,t,n,f,?,b,?,e,?,?,s,w,w,p,w,t,e,?,?,?,?
x,?,?,f,y,f,?,n,b,t,?,s,?,p,w,p,?,o,e,w,?,p,?
x,y,n,f,y,f,?,?,b,t,?,?,s,w,?,p,w,o,e,w,v,?,p
?,y,n,?,f,f,?,n,b,?,?,?,s,?,p,?,w,o,?,w,v,p,p
f,s,b,?,?,f,?,b,w,t,b,s,s,w,w,p,w,o,p,h,?,?,?
b,y,y,?,n,?,c,?,w,?,?,k,y,?,?,p,w,?,e,w,v,?,?
x,s,g,t,f,f,?,b,w,t,b,f,f,w,w,p,w,?,p,?,?,?,p
?,y,?,t,n,?,c,b,e,e,?,?,?,w,w,p,?,t,?,w,?,w,e
?,s,p,t,n,f,c,?,e,e,?,s,s,e,?,?,?,t,e,w,?,?,e
f,y,n,t,?,f,?,?,w,?,?,s,s,e,e,?,w,?,e,?,?,w,?
b,y,?,?,n,f,?,?,g,?,b,s,?,w,?,p,w,t,p,?,?,m,?
x,s,g,t,f,?,c,?,w,t,b,s,f,w,w,p,w,o,?,h,v,g,p
x,?,g,t,f,f,?,b,?,?,b,s,?,w,w,p,?,?,p,h,s,?,p
x,f,y,f,f,?,c,b,p,e,b,k,?,n,?,p,w,?,?,h,?,g,p
x,y,n,f,s,?,?,n,b,t,?,k,?,p,?,?,w,o,e,w,v,p,p
f,y,b,t,n,f,?,b,w,e,?,?,s,?,w,p,w,t,?,r,v,g,?
?,s,b,?,f,f,c,?,h,t,b,f,f,?,w,?,?,o,p,?,?,u,p
?,s,?,t,n,f,c,b,?,e,b,?,s,w,w,p,w,t,?,r,v,g,p
f,y,w,f,n,f,c,?,p,e,?,s,?,w,w,p,w,?,f,h,y,d,?
?,y,n,f,n,f,?,n,?,e,b,?,s,w,n,?,w,o,?,w,v,l,e
x,f,?,f,?,f,c,b,p,?,b,?,k,n,n,p,w,o,l,h,v,p,?
f,?,b,t,?,f,c,b,h,t,b,s,?,w,w,p,?,?,?,?,?,g,p
?,?,y,?,?,?,c,b,g,e,b,k,k,?,p,p,w,o,l,?,v,g,?
?,?,?,t,n,f,c,b,e,?,?,?,s,e,?,p,w,t,e,?,c,w,e
f,f,y,f,f,f,c,b,?,?,b,k,?,?,?,?,?,o,?,h,y,p,p
b,f,?,?,?,?,c,n,w,e,?,?,?,w,n,p,w,?,e,w,v,?,p
x,y,n,f,?,f,c,n,b,t,?,?,?,p,p,p,?,o,?,?,?,?,?
f,y,?,f,f,f,c,b,h,e,b,k,k,n,b,p,w,?,l,?,y,d,?
x,y,y,f,f,?,c,?,g,?,?,?,?,n,b,p,w,?,?,?,y,g,p
x,s,g,?,f,f,c,b,p,?,b,?,s,w,w,p,w,o,p,?,s,g,p
x,y,n,f,?,f,?,n,?,?,?,s,?,w,p,p,w,?,e,w,v,d,?
?,y,n,t,n,f,c,?,w,e,?,s,s,e,?,p,w,?,e,?,?,?,e
f,y,n,f,?,f,w,n,w,e,b,f,f,w,n,p,?,o,e,w,v,?,?
f,y,b,t,n,f,c,?,g,e,?,s,?,?,w,p,w,t,p,r,?,g,?
k,f,n,?,n,f,?,n,w,?,?,k,y,w,y,?,w,o,e,w,v,d,p
f,y,g,f,f,?,c,b,h,e,b,k,k,p,n,p,w,o,?,h,v,g,?
x,?,n,f,?,f,c,n,b,t,?,k,k,p,w,p,?,o,?,w,v,p,?
f,f,g,f,f,f,?,b,h,?,?,k,k,p,?,p,w,o,l,h,?,d,p
?,f,?,f,f,?,c,b,?,e,?,k,?,b,?,?,w,o,?,h,v,d,p
x,s,?,t,?,?,c,b,p,?,b,?,f,w,w,?,w,?,?,h,s,g,?
x,y,?,?,n,f,?,n,?,e,?,?,?,?,?,?,w,?,?,h,?,d,e
x,y,n,?,?,f,?,n,?,?,?,k,s,p,?,?,w,o,e,w,v,p,p
f,?,?,t,n,f,c,b,g,e,b,?,s,w,?,?,?,t,p,r,v,m,p
?,?,?,?,?,f,?,n,b,t,?,k,?,p,p,p,w,?,e,w,v,?,p
f,s,b,t,f,f,?,b,?,t,b,?,?,?,?,?,w,o,?,h,?,g,p
x,s,b,t,f,f,?,b,w,t,?,?,s,w,w,?,?,o,p,h,v,u,?
k,?,e,t,n,?,?,?,e,e,?,?,s,w,?,p,w,t,e,?,c,?,e
?,s,?,t,f,f,c,b,w,t,b,s,?,w,w,p,?,?,p,h,s,g,p
?,f,n,f,n,f,?,n,w,e,b,f,f,?,?,p,?,o,e,?,v,?,e
f,y,y,f,f,f,c,b,p,?,b,k,k,p,n,?,?,o,l,h,?,d,?
f,y,w,?,n,f,?,n,w,e,?,s,f,w,w,?,?,o,?,h,y,?,e
f,?,?,?,f,f,c,b,?,?,b,s,s,?,w,?,w,o,p,h,s,u,p
f,s,p,t,?,f,c,?,?,?,b,s,?,w,w,p,w,t,p,r,v,g,p
f,?,y,?,f,f,?,b,?,e,?,k,k,p,n,?,?,?,?,?,y,d,?
f,s,?,t,f,f,c,b,h,?,b,s,?,w,w,?,w,o,p,?,s,g,?
x,?,n,f,f,?,c,?,b,t,?,?,k,?,w,p,w,o,e,w,v,l,p
f,y,y,f,f,f,?,b,g,?,?,k,k,b,b,p,w,o,l,h,?,g,p
?,?,?,?,f,f,?,b,h,t,?,f,s,w,?,p,w,?,p,h,s,g,p
f,?,w,t,f,?,c,b,h,?,b,?,f,?,w,?,?,o,p,h,?,u,p
x,y,n,f,?,?,c,n,?,?,?,?,?,w,w,p,?,o,e,w,v,d,p
f,?,y,?,?,f,?,b,?,?,b,k,k,n,n,p,w,o,l,h,y,d,?
x,y,?,f,?,?,?,?,b,t,?,k,k,w,p,?,w,o,?,w,v,?,p
?,y,b,t,n,f,c,b,g,?,b,s,s,w,w,p,w,t,?,r,?,g,?
f,y,y,f,?,f,?,b,g,?,b,k,?,b,p,p,?,o,?,?,?,g,p
?,y,e,f,y,f,c,n,b,t,?,k,?,?,p,?,?,?,e,?,v,l,p
x,y,n,f,?,?,?,n,b,?,?,k,?,w,w,p,?,o,e,w,v,?,?
k,?,b,?,n,?,?,?,?,e,?,s,s,w,w,p,w,t,?,w,c,w,?
?,?,w,?,?,f,c,?,?,e,?,s,f,w,?,p,w,?,f,?,y,?,e
f,s,?,t,?,f,?,?,p,t,b,s,?,w,w,p,w,?,p,?,v,?,p
?,y,y,f,f,f,c,b,g,e,b,k,k,n,?,p,?,o,l,h,y,?,p
x,y,e,?,?,f,?,n,?,t,?,k,s,p,?,p,w,o,e,?,v,p,p
?,s,?,f,?,?,?,n,?,?,?,k,s,?,p,p,w,?,e,w,v,?,p
?,y,e,f,f,f,c,n,b,?,?,s,?,?,p,p,w,o,e,w,v,?,p
x,s,n,f,f,f,c,n,b,t,?,?,k,w,w,?,w,o,e,?,v,?,?
f,y,n,f,f,f,c,?,b,?,?,k,s,w,w,p,w,o,?,w,?,?,p
?,y,e,f,?,f,c,n,?,t,?,?,k,p,p,p,?,o,e,w,?,d,p
k,y,?,?,y,?,c,n,?,t,?,?,s,?,p,p,w,?,e,w,v,l,?
f,y,e,f,y,f,?,n,?,?,?,?,s,w,w,p,?,o,e,w,v,?,p
x,s,?,f,s,f,c,n,?,t,?,s,k,?,w,p,w,o,e,w,v,l,p
?,?,n,f,f,f,c,n,?,t,?,s,k,p,p,p,?,o,e,?,v,p,p
?,y,e,f,f,f,c,?,?,t,?,k,k,p,?,p,w,o,?,w,?,?,?
x,s,e,f,s,f,?,?,b,t,?,s,s,?,p,p,w,?,?,w,v,?,p
x,s,n,f,s,f,c,n,b,t,?,?,?,p,p,p,?,o,e,w,v,l,p
f,s,?,f,?,f,c,n,b,?,?,k,?,p,w,?,w,o,e,w,v,d,p
f,s,e,?,y,f,c,n,b,t,?,k,k,w,p,p,?,?,e,?,v,l,p
?,y,e,f,f,f,c,n,?,t,?,s,k,?,?,p,w,?,?,?,?,?,p
f,y,n,f,y,f,?,n,b,t,?,?,k,?,p,p,w,o,e,w,?,p,?
?,y,n,f,f,f,c,n,b,?,?,?,s,p,w,p,w,?,e,?,?,?,?
x,y,e,?,s,f,?,n,b,?,?,k,?,w,p,p,w,o,e,w,?,d,p
k,?,n,f,y,f,c,n,b,t,?,?,k,?,p,p,w,o,?,w,v,p,?
x,s,n,f,f,f,c,n,b,?,?,s,s,w,w,p,w,?,e,w,v,l,p
?,?,e,f,?,f,?,?,b,t,?,k,k,p,w,?,w,?,e,?,v,d,?
f,y,e,f,s,f,?,?,?,t,?,k,?,w,w,p,w,?,?,?,v,l,p
?,s,?,?,y,f,c,n,?,t,?,s,s,p,?,?,w,o,e,w,?,p,p
f,y,e,?,y,?,c,n,b,t,?,k,s,p,p,p,?,o,?,?,v,?,?
?,s,n,?,?,?,?,n,b,t,?,k,k,w,w,p,w,?,e,w,?,?,p
f,?,e,f,y,?,c,n,b,t,?,?,k,w,w,p,w,o,e,w,v,d,?
f,s,n,?,?,f,?,?,?,?,?,?,?,w,w,p,w,?,?,?,v,l,p
?,y,e,f,s,?,?,n,b,t,?,?,s,p,p,p,w,o,?,w,?,d,p
?,?,e,f,?,?,c,?,b,t,?,s,s,?,?,p,w,o,?,w,v,?,p
f,?,n,f,s,?,?,n,b,t,?,?,k,w,?,p,?,?,e,w,v,p,?
?,y,e,f,s,f,c,?,b,t,?,?,k,?,p,p,?,o,e,w,v,?,p
x,s,e,?,s,?,c,n,b,t,?,?,?,?,?,p,w,?,e,?,?,?,p
f,s,e,?,?,?,c,n,b,t,?,?,?,w,w,p,w,?,e,w,v,p,?
x,s,n,?,s,f,?,n,b,?,?,?,?,?,?,p,w,?,e,w,?,?,p
f,?,n,f,?,f,c,?,b,t,?,s,k,?,p,p,w,o,?,w,v,p,p
x,?,?,?,f,f,c,n,b,t,?,k,?,?,w,p,w,o,e,w,v,l,p
f,y,n,f,y,?,c,n,b,t,?,k,s,p,w,?,?,o,e,?,v,l,p
?,s,n,f,?,a,?,b,y,e,?,s,s,o,o,p,n,o,p,n,c,l,e
f,s,n,?,y,f,?,n,b,t,?,k,k,p,p,?,w,o,e,w,v,d,p
x,?,?,?,n,a,c,b,o,e,?,?,s,?,o,?,n,o,p,?,?,l,?
f,y,e,f,y,f,c,n,b,?,?,s,s,p,p,p,w,o,e,w,?,?,?
?,y,n,f,?,?,?,?,b,t,?,?,s,p,w,p,w,o,e,w,v,l,?
f,?,e,f,?,f,c,n,b,t,?,s,k,w,p,p,?,o,?,w,v,p,?
?,s,n,f,y,?,?,n,b,?,?,k,s,w,w,p,w,o,e,w,v,l,p
?,?,?,?,y,?,c,n,b,?,?,?,k,w,w,p,w,o,e,w,v,?,p
x,s,?,?,f,f,c,n,b,t,?,s,?,?,p,p,w,?,e,?,v,d,?
f,s,n,f,s,f,c,n,b,t,?,s,?,?,p,?,w,?,e,w,v,d,p
f,y,e,f,?,?,c,n,?,t,?,s,k,w,?,p,w,o,e,?,v,?,p
?,s,n,?,f,f,?,n,b,?,?,k,?,w,w,p,w,o,?,?,v,?,p
?,s,n,f,s,f,?,n,?,t,?,s,?,p,?,p,w,o,e,w,v,p,p
?,?,n,f,f,f,c,?,b,t,?,s,?,w,?,p,w,o,e,?,v,?,p
f,y,?,f,s,f,c,n,b,t,?,k,?,?,p,p,?,o,e,w,?,d,p
?,s,e,f,?,f,?,n,?,t,?,s,k,p,p,?,w,o,e,w,?,?,p
x,?,e,?,f,f,c,?,b,t,?,s,k,w,p,p,w,?,e,w,v,l,p
x,s,e,f,y,?,?,n,?,t,?,?,s,w,p,p,w,o,e,w,v,?,p
?,?,?,?,f,?,?,?,b,t,?,s,s,p,p,p,w,o,e,w,v,d,?
f,?,n,f,?,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,?,?
x,?,e,f,f,f,?,?,?,?,?,k,s,w,p,?,?,o,e,w,v,?,p
?,s,?,f,?,f,c,n,b,t,?,s,?,w,p,?,w,o,e,?,v,l,p
k,s,?,f,?,?,c,?,?,?,?,k,k,w,p,p,w,?,e,?,?,?,p
f,y,n,f,?,?,c,?,b,t,?,s,s,p,?,p,?,?,e,w,v,d,?
?,s,e,?,?,f,c,n,b,?,?,s,s,p,p,p,w,o,?,w,v,l,?
x,?,?,f,?,?,c,?,b,t,?,k,k,?,p,p,?,o,?,w,v,l,p
f,y,e,f,?,f,c,n,b,t,?,s,?,?,p,?,?,o,e,?,v,p,p
f,?,?,f,s,f,c,n,b,?,?,s,s,p,w,p,?,o,e,w,v,?,?
f,s,?,?,f,?,c,n,b,?,?,s,k,?,p,?,w,?,e,w,v,p,?
?,s,n,f,s,f,?,n,b,t,?,?,?,p,w,?,w,o,e,?,v,?,p
?,f,w,f,n,f,?,b,w,?,?,?,k,?,w,p,w,t,p,w,n,?,e
f,y,n,f,?,f,?,n,b,?,?,?,k,?,p,p,?,?,e,?,v,?,p
?,?,n,f,f,f,c,n,b,t,?,?,?,?,p,p,w,o,e,w,?,d,p
x,s,e,f,?,f,c,n,b,t,?,?,?,p,w,p,w,o,?,w,?,d,p
?,?,n,f,s,f,?,n,b,t,?,?,s,p,w,p,w,o,e,w,v,l,?
?,?,n,?,s,f,c,n,b,?,?,s,?,p,p,?,w,?,e,?,v,?,?
x,y,e,?,?,f,?,n,?,?,?,?,?,w,p,p,?,?,?,w,?,l,p
?,s,e,?,?,?,?,n,b,t,?,k,s,p,p,?,w,o,e,?,v,d,?
f,s,n,f,?,f,?,n,b,t,?,s,k,w,?,?,w,o,e,w,v,?,?
k,?,n,f,f,?,c,n,b,t,?,k,k,?,p,?,w,o,?,?,v,p,p
f,y,n,f,s,f,c,n,?,t,?,k,s,w,w,p,w,o,?,w,v,?,p
?,s,n,f,s,f,?,n,b,?,?,k,?,?,?,?,w,?,e,w,v,?,p
f,?,e,f,?,?,c,n,b,t,?,k,s,?,?,p,w,o,e,w,?,?,?
?,s,?,f,y,f,c,?,b,t,?,k,k,p,p,p,?,?,e,w,?,?,p
?,?,n,f,s,?,c,?,?,t,?,?,?,p,w,p,w,o,e,w,v,l,p
f,y,n,?,s,?,c,n,b,t,?,?,s,p,w,p,w,?,e,?,v,p,p
k,y,n,f,y,?,c,n,b,t,?,k,s,w,?,?,w,o,e,?,v,l,p
?,y,n,f,s,f,c,?,b,?,?,k,s,p,p,?,w,o,e,w,v,d,p
f,s,?,f,y,f,?,n,b,?,?,k,?,w,p,p,w,o,e,w,v,d,p
x,?,e,?,s,?,?,n,b,t,?,s,?,?,?,?,w,o,e,w,v,?,p
f,?,n,f,y,?,c,?,b,t,?,s,s,?,?,p,w,o,e,?,?,l,?
f,s,?,?,s,f,?,?,b,t,?,?,k,p,?,p,w,o,e,w,v,d,?
?,s,?,?,f,f,c,n,b,t,?,?,k,p,?,p,w,?,?,?,?,l,p
f,y,?,f,y,f,c,n,b,t,?,s,k,w,p,p,w,?,e,?,v,?,p
f,?,?,f,?,f,c,n,b,t,?,k,?,p,?,p,?,o,e,w,v,?,p
